days_since_last_login,avg_catalogs_opened,products_in_tariff,manager_interactions,avg_time_in_product,total_products_purchased,support_satisfaction,days_until_sub_end,risk_score
104,9.0,4,0,107,1,1.8,338,7
166,6.6,3,7,107,4,3.8,92,4
0,3.2,2,8,47,6,4.5,318,0
130,3.3,3,0,88,6,2.0,110,7
91,9.0,1,7,33,6,1.8,305,5
112,0.6,2,9,111,6,3.7,294,7
152,3.6,4,1,53,2,3.5,335,4
55,5.8,5,3,7,3,2.8,16,7
160,1.9,2,1,116,6,1.4,219,8
165,1.4,4,1,73,2,1.4,298,8
116,8.2,2,9,64,4,4.1,304,4
133,9.0,2,2,70,6,2.8,4,6
57,8.3,3,7,91,5,4.4,128,4
43,9.0,1,3,94,6,3.3,322,4
172,5.8,5,6,30,7,3.5,111,4
159,8.2,4,9,75,6,4.7,23,4
172,4.1,2,2,78,1,1.7,28,5
60,6.8,5,9,73,5,3.2,131,4
46,9.9,2,2,51,6,1.2,43,5
148,2.6,1,1,80,6,2.4,320,5
79,4.2,5,5,100,6,1.6,206,5
117,5.1,4,5,46,2,1.8,215,5
163,1.8,2,0,35,4,4.7,243,9
146,1.3,1,6,26,1,3.4,30,7
19,8.4,5,3,21,6,4.6,265,4
145,9.8,2,2,88,4,2.8,10,5
46,4.3,2,7,24,1,3.4,81,4
48,1.3,4,1,111,1,1.1,155,8
13,1.1,1,8,12,7,2.9,165,6
142,9.0,3,7,115,1,3.3,207,4
158,4.9,2,7,102,6,1.1,23,5
0,3.5,5,2,53,2,4.2,294,0
116,5.0,4,3,91,6,2.2,178,5
53,3.5,4,1,42,6,2.8,331,5
117,5.1,2,1,57,4,3.1,49,4
2,8.7,2,3,32,3,5.0,6,1
143,6.1,2,5,81,3,1.4,99,5
11,7.1,3,4,33,7,3.2,80,0
73,4.0,2,0,76,3,3.1,240,6
15,7.5,1,9,15,4,1.3,323,5
101,6.8,5,0,51,5,3.5,180,6
151,1.6,2,5,49,7,2.1,292,8
155,5.9,3,2,22,4,1.4,82,5
116,2.9,5,2,54,1,1.7,53,5
7,8.1,4,6,93,6,4.3,89,0
121,4.5,2,0,53,5,1.4,202,7
91,9.9,5,0,26,1,2.9,30,7
163,1.4,4,9,49,7,1.8,192,8
89,7.9,3,2,65,6,1.6,99,5
135,6.9,1,7,103,6,1.8,348,5
59,7.8,2,0,97,7,3.0,88,6
177,3.4,1,9,25,1,2.0,122,5
27,5.2,3,3,75,4,1.4,46,5
100,8.1,5,8,65,3,4.2,145,4
40,2.7,5,3,80,5,3.2,2,5
154,2.6,3,9,40,7,1.6,17,5
144,5.7,3,7,28,7,2.9,313,5
160,5.5,2,6,36,6,1.3,326,5
156,3.2,4,2,95,2,3.3,80,4
140,3.3,1,6,100,6,2.4,152,5
45,3.1,1,6,63,3,1.4,307,5
34,7.8,5,9,100,6,1.7,298,5
133,6.7,5,2,100,2,2.4,66,5
81,8.4,2,1,94,7,4.2,88,4
114,9.8,3,8,79,4,1.7,134,5
46,5.0,1,0,114,6,1.4,201,7
152,1.1,2,6,86,5,3.1,178,7
9,1.0,5,3,107,4,3.2,338,3
55,3.3,5,1,9,2,1.4,78,7
29,9.4,1,1,20,1,2.1,84,5
108,5.5,5,7,15,6,2.1,20,5
4,3.1,5,6,39,7,1.7,164,1
118,4.3,4,6,116,7,2.3,27,5
32,6.2,3,4,79,4,1.1,236,5
117,6.7,5,9,46,6,3.6,287,4
64,2.0,4,7,91,5,5.0,184,4
145,9.8,2,1,102,6,3.5,309,4
176,5.7,5,1,116,4,2.4,154,5
10,1.8,2,4,85,3,3.7,122,3
84,9.0,5,0,14,4,3.3,86,8
25,1.2,1,5,86,2,4.4,201,7
62,9.1,4,3,112,4,3.5,39,4
85,10.0,4,5,12,7,3.5,168,6
58,7.2,1,6,30,5,1.9,69,5
26,7.8,3,2,7,4,2.7,279,7
176,3.7,4,7,63,4,2.4,329,5
160,9.4,2,6,92,5,1.0,353,5
97,5.5,4,0,7,4,2.3,327,9
104,7.5,3,5,42,7,2.9,26,5
98,9.3,2,6,6,5,3.4,344,6
128,9.8,2,3,103,7,4.7,130,4
148,8.4,1,1,21,7,2.0,276,5
54,3.4,5,9,77,7,1.6,294,5
5,9.7,1,8,40,2,4.5,287,0
94,6.5,5,6,90,5,4.8,253,4
132,9.3,1,0,99,2,3.0,84,6
101,6.9,5,7,102,2,1.5,8,5
2,3.4,4,2,92,5,2.9,49,1
22,4.0,2,3,77,4,1.4,0,6
52,5.7,5,4,114,6,4.5,3,5
164,8.0,4,0,111,3,3.8,3,7
82,3.5,3,5,6,6,2.0,89,7
144,6.0,1,9,89,7,4.5,161,4
84,3.8,3,5,38,5,3.6,154,4
77,8.2,4,1,31,4,4.8,14,4
109,4.9,3,9,41,2,4.9,364,4
0,1.2,3,5,75,1,1.0,31,4
50,2.1,4,7,26,3,1.5,62,5
172,1.1,2,5,72,6,3.2,363,7
3,5.2,5,3,18,4,4.8,107,0
112,1.5,1,3,102,7,5.0,13,7
31,1.6,5,8,27,3,3.3,22,7
33,9.4,1,5,48,7,1.7,110,5
91,8.8,5,7,110,1,1.7,320,5
94,4.8,3,7,93,1,4.1,159,4
71,9.9,2,6,69,1,3.4,40,4
38,0.5,3,2,119,6,3.2,281,7
153,6.3,2,9,116,7,2.9,303,5
161,6.4,4,0,83,5,3.9,143,6
117,4.8,1,4,100,3,4.4,287,4
2,4.3,1,9,82,5,2.2,152,1
122,4.8,4,9,109,7,1.9,81,5
49,4.4,5,1,65,1,3.7,364,4
11,7.4,4,9,89,4,4.7,225,0
53,1.8,4,1,59,1,2.4,151,8
132,2.4,2,6,115,5,2.1,258,5
56,2.2,4,2,75,1,1.9,317,5
144,3.0,1,7,104,7,2.0,78,5
111,5.5,3,8,89,1,1.5,194,5
46,1.6,2,7,54,5,3.4,222,7
150,8.7,2,5,108,5,2.1,265,5
84,3.3,5,4,16,7,3.5,229,4
141,2.0,3,2,83,4,1.3,149,5
65,6.9,2,2,19,5,1.5,135,5
74,0.9,4,6,21,7,3.1,122,7
178,6.4,2,4,38,4,3.0,357,4
102,7.1,2,5,112,2,2.1,109,5
165,2.5,2,5,39,7,4.3,142,4
37,0.9,5,8,43,2,1.7,69,8
49,4.0,2,0,106,5,2.4,53,7
97,1.4,2,7,82,1,3.2,331,7
81,1.6,5,9,59,3,4.5,39,7
29,2.9,3,4,63,1,2.7,196,5
78,3.3,1,5,9,5,2.6,26,7
90,5.5,5,5,34,4,3.3,329,4
178,6.9,5,0,8,7,2.3,298,9
51,6.1,2,2,19,1,3.8,179,4
165,1.9,2,5,107,2,2.0,45,8
78,2.1,1,8,39,6,4.3,141,4
29,8.8,2,5,113,5,2.1,319,5
105,5.8,4,5,78,1,5.0,97,4
50,8.8,2,0,59,6,2.3,125,7
80,4.0,2,8,70,1,4.5,57,4
132,6.3,4,3,112,4,2.6,176,5
28,5.5,1,1,64,4,2.0,206,5
131,3.5,4,0,28,4,1.9,284,7
137,5.0,5,2,96,6,4.4,153,4
144,5.3,4,2,26,3,2.2,26,5
73,2.4,3,4,48,6,2.4,322,5
16,3.5,5,0,36,5,1.8,162,7
83,8.0,2,6,99,5,4.8,249,4
68,9.2,5,0,87,2,2.0,187,7
33,3.9,1,3,55,2,2.0,333,5
5,3.4,1,5,89,5,4.8,89,0
52,2.4,4,0,7,1,4.6,130,8
125,6.9,5,6,74,5,2.0,297,5
42,3.6,2,9,36,7,4.5,12,4
114,9.9,1,6,6,3,2.0,28,7
110,3.6,2,2,92,2,1.3,264,5
150,4.2,3,3,113,2,4.3,31,4
79,6.2,1,5,63,7,4.1,149,4
94,8.1,4,6,95,7,2.2,85,5
117,5.0,3,3,77,6,1.4,57,5
143,4.5,5,9,81,7,1.8,56,5
7,10.0,2,8,18,2,4.1,24,0
131,0.6,1,8,55,5,4.9,189,7
103,9.0,3,8,15,2,2.0,75,5
131,1.9,3,9,82,7,4.3,338,7
24,8.0,1,5,84,7,1.9,224,5
95,6.4,5,1,14,7,3.7,182,6
154,3.7,5,1,88,2,1.3,153,5
92,8.8,4,3,84,7,3.3,268,4
159,0.6,5,8,62,6,2.1,277,8
177,2.7,4,2,38,5,4.7,339,4
60,5.9,3,5,84,1,2.2,362,5
121,3.8,1,1,82,7,2.6,22,5
50,6.3,5,0,57,2,4.4,13,6
146,0.7,4,4,32,2,2.8,93,8
20,1.6,3,7,22,7,2.0,342,8
4,1.7,5,9,30,2,3.2,51,3
91,2.3,2,9,106,7,4.4,338,4
169,4.9,3,1,11,3,2.7,40,7
60,7.6,5,9,49,5,1.5,163,5
21,9.1,3,8,102,7,2.5,5,6
148,8.4,1,7,115,2,4.8,137,4
69,2.4,1,2,117,3,1.3,98,5
0,4.7,1,0,49,1,2.6,340,3
132,2.4,2,3,75,1,3.6,223,4
11,3.0,1,7,101,6,1.3,315,1
89,5.3,2,2,39,7,2.4,29,5
45,1.1,1,9,56,6,4.8,224,7
33,2.6,3,1,118,6,1.1,325,5
176,9.4,5,6,107,3,4.0,260,4
77,4.9,5,3,25,1,4.4,246,4
44,4.7,1,5,117,6,2.1,78,5
154,0.6,5,4,32,4,1.9,184,8
72,2.9,1,1,100,6,4.7,298,4
25,8.7,1,9,48,1,4.1,179,4
46,2.1,4,1,84,4,1.5,76,5
120,4.4,4,8,60,3,1.8,261,5
55,0.6,4,9,14,7,3.5,228,9
93,5.0,2,1,27,7,2.7,1,6
106,0.7,4,7,52,4,3.0,16,7
62,8.3,1,7,56,1,4.8,343,4
47,8.3,3,0,118,2,2.7,11,7
60,8.0,4,0,19,4,4.5,181,6
80,3.2,4,3,59,1,3.6,333,4
25,8.5,3,1,47,6,1.5,6,6
35,5.7,1,0,54,2,4.0,245,6
0,4.1,2,8,10,3,3.1,156,2
7,6.4,4,2,37,7,1.9,173,1
112,0.6,3,0,66,3,2.2,328,10
98,1.9,1,1,59,5,3.2,333,7
179,7.6,5,7,43,3,3.4,180,4
46,2.8,2,4,16,5,4.9,280,4
126,6.2,3,6,104,3,4.4,308,4
55,4.2,3,5,35,3,1.8,236,5
13,8.6,3,0,78,3,4.1,156,2
27,9.5,4,5,57,5,1.0,250,5
77,8.9,5,6,38,6,1.5,220,5
129,3.1,2,3,45,5,1.8,337,5
108,2.3,1,7,14,4,3.4,222,6
153,5.0,1,7,56,1,1.8,210,5
13,0.6,5,6,79,1,2.5,336,4
55,0.7,3,1,61,6,2.0,133,8
114,5.8,3,5,82,1,2.3,331,5
6,5.4,3,5,7,3,4.8,258,2
2,9.9,3,6,61,6,5.0,34,0
110,2.4,3,5,37,1,3.7,182,4
150,3.0,5,1,11,5,3.3,302,6
106,1.6,4,7,8,4,3.8,160,9
17,9.2,2,3,43,2,4.1,92,4
37,7.9,3,8,52,4,4.0,196,4
114,8.3,4,7,78,1,1.3,314,5
14,9.1,1,2,83,6,2.2,205,1
118,5.5,5,2,20,7,2.4,351,5
27,4.8,4,7,42,1,2.5,17,5
38,3.6,3,1,8,5,2.4,233,7
16,6.1,3,8,8,4,4.1,332,6
85,4.8,3,3,104,7,4.0,65,4
125,4.8,4,5,31,5,1.0,243,5
43,9.4,3,2,90,5,2.2,275,5
24,9.8,4,2,90,2,3.5,198,4
144,8.1,3,2,21,5,1.5,17,5
12,7.7,1,9,113,7,1.3,71,1
24,7.0,1,1,102,5,4.3,154,4
67,2.1,2,7,100,2,2.8,169,5
137,1.1,3,8,74,3,4.4,321,7
66,7.1,3,7,58,7,4.3,354,4
108,7.4,4,9,101,3,4.6,281,4
145,0.9,4,2,12,7,1.2,150,10
110,9.3,3,6,118,6,1.7,260,5
110,1.4,2,9,57,2,2.2,79,8
33,3.2,3,1,104,6,1.5,105,5
110,6.9,4,3,9,6,2.9,10,7
7,2.1,3,5,73,5,4.2,207,0
167,1.0,4,4,51,6,4.8,129,7
112,3.6,3,8,78,1,4.6,170,4
82,7.8,5,9,44,7,2.8,32,5
41,4.4,4,3,11,4,3.5,23,6
168,6.7,2,4,16,1,1.9,196,5
100,6.0,5,3,98,1,2.6,45,5
5,0.7,3,7,29,5,4.5,273,3
179,9.9,4,7,32,4,1.1,230,5
25,0.9,5,2,47,6,3.1,132,7
63,9.7,2,0,81,4,4.5,263,6
58,5.7,4,5,51,6,1.5,84,5
108,9.7,5,1,53,3,4.9,312,4
120,1.6,5,1,90,2,1.0,4,9
32,5.2,5,2,58,5,4.5,268,4
149,2.1,1,7,22,6,2.4,338,5
20,1.0,3,2,31,6,1.5,220,8
69,6.4,4,6,76,4,1.6,193,5
111,2.5,4,9,10,5,3.8,345,6
3,6.1,4,9,79,7,4.5,68,0
93,1.6,5,8,97,6,3.6,287,7
74,3.7,3,7,109,3,4.7,357,4
61,7.9,2,0,73,1,4.4,175,6
93,4.7,4,6,75,6,1.0,324,5
94,6.5,3,6,26,4,3.7,238,4
151,6.7,3,7,63,7,2.2,178,5
54,8.5,1,9,51,3,2.8,255,5
136,3.6,4,4,72,5,1.4,210,5
130,7.0,5,9,36,6,2.1,226,5
30,9.6,3,8,87,3,3.5,71,4
39,7.4,3,8,113,3,1.9,64,5
35,5.2,2,7,101,7,3.6,165,4
151,6.5,1,5,5,3,4.7,213,6
5,7.5,3,5,58,3,1.0,16,1
65,6.3,3,0,50,7,4.1,335,6
74,0.7,5,5,45,7,3.6,172,7
3,2.4,5,3,112,7,1.2,128,1
78,8.2,2,3,118,3,4.2,2,5
133,3.1,2,1,45,3,1.9,247,5
117,7.4,2,3,12,2,2.1,69,7
112,4.0,5,4,36,5,1.4,51,5
93,5.5,5,4,34,1,3.1,258,4
178,1.1,1,4,50,5,3.0,238,7
61,2.2,4,3,96,4,2.4,93,5
78,9.6,4,0,109,4,1.7,46,7
135,9.0,1,9,56,7,4.4,74,4
25,6.7,4,7,100,5,4.5,90,4
178,4.9,5,2,93,3,3.2,85,4
172,6.9,4,1,102,2,2.0,5,6
43,6.4,5,8,65,1,1.4,229,5
132,5.9,1,6,101,6,4.5,350,4
69,1.1,2,8,17,6,1.4,316,8
153,6.5,1,1,93,3,1.1,42,5
117,7.8,4,8,110,5,2.9,311,5
67,9.9,5,9,44,6,3.9,197,4
18,0.6,4,8,107,5,2.8,302,8
19,7.4,4,8,65,2,1.2,181,5
112,5.9,2,9,48,2,3.8,168,4
139,4.6,4,9,117,7,3.6,202,4
46,1.7,2,3,66,5,3.7,193,7
0,4.4,5,9,48,7,1.8,30,1
89,3.9,5,2,52,3,4.2,101,4
141,3.4,2,5,78,7,2.9,63,5
63,7.4,1,2,63,3,3.1,345,4
37,7.2,5,8,61,3,3.2,90,4
36,6.1,1,2,99,6,2.1,249,5
125,9.4,5,1,112,1,2.0,182,5
138,3.8,5,7,15,1,1.0,301,5
99,2.8,3,5,29,3,2.6,350,5
76,6.7,4,7,65,5,2.9,279,5
2,2.4,4,6,50,2,4.0,204,0
160,3.5,1,2,58,7,1.3,88,5
133,2.6,4,7,113,4,4.7,292,4
177,1.2,1,9,38,2,2.1,284,8
9,8.4,5,0,88,2,2.5,158,3
4,2.9,3,0,11,4,1.2,362,5
150,5.0,3,9,101,3,3.6,129,4
137,0.9,5,7,66,2,3.8,247,7
171,7.1,2,8,61,4,4.7,139,4
129,3.6,2,9,103,7,2.3,188,5
12,7.6,4,5,97,6,2.0,90,1
167,4.4,1,4,80,5,3.9,55,4
129,2.4,3,1,9,5,3.8,225,6
83,5.4,4,8,80,5,4.7,333,4
64,1.7,5,5,97,3,1.8,326,8
62,4.7,3,7,39,2,3.8,164,4
100,3.5,1,8,88,2,1.3,35,5
72,9.2,1,8,41,1,2.9,329,5
16,1.1,2,7,64,5,1.5,28,8
8,7.1,4,9,69,3,3.6,79,0
142,2.2,5,7,20,4,3.4,357,4
151,3.5,3,2,34,3,1.2,168,5
37,4.4,1,2,77,2,2.3,32,5
162,9.1,3,1,46,7,2.6,92,5
93,2.8,5,0,65,7,2.0,111,7
94,1.4,3,3,78,7,1.2,208,8
48,3.5,4,1,81,5,2.3,193,5
68,1.5,2,1,52,1,4.2,263,7
61,1.7,3,4,66,6,2.4,246,8
177,6.0,2,3,88,3,2.3,117,5
77,1.1,5,0,97,1,4.8,227,9
116,0.8,2,8,68,7,1.2,8,8
119,7.3,3,3,61,2,4.1,198,4
136,3.9,3,4,72,4,2.9,276,5
161,1.7,1,6,50,3,4.8,128,7
75,2.9,3,1,117,6,2.6,301,5
34,6.6,2,7,32,2,3.8,61,4
0,3.1,1,1,105,5,1.3,1,2
39,5.2,3,9,81,3,4.7,359,4
63,1.7,3,4,7,1,2.4,330,10
149,6.1,5,1,41,7,3.1,356,4
59,3.5,1,1,52,3,1.6,171,5
63,6.5,5,3,23,2,4.8,244,4
92,8.2,5,3,96,2,3.7,87,4
71,6.3,5,7,87,7,1.2,82,5
10,3.3,4,5,21,1,1.6,4,2
104,2.9,5,9,86,6,2.6,348,5
13,3.6,2,7,86,2,1.9,38,1
59,2.1,3,6,91,3,2.2,321,5
29,2.2,4,9,44,7,5.0,300,4
34,8.0,5,3,54,6,3.6,74,4
164,4.2,3,1,77,1,4.7,100,4
4,4.6,1,8,33,2,2.7,140,1
82,6.1,1,1,55,7,3.8,92,4
122,6.1,3,0,46,2,2.8,118,7
77,1.1,2,7,33,3,2.3,287,8
153,8.4,3,9,70,2,3.1,108,4
61,2.2,3,8,21,7,2.7,42,5
131,7.4,4,0,113,3,4.9,135,6
88,7.8,1,6,35,5,3.0,329,4
41,7.3,1,1,96,7,4.2,216,4
88,6.0,5,5,111,6,3.7,155,4
145,0.6,3,4,116,3,2.9,38,8
39,3.9,3,0,56,4,2.9,281,7
71,6.2,2,1,43,2,2.4,327,5
38,4.2,1,1,64,5,1.4,357,5
103,8.7,2,9,98,6,4.0,25,4
13,3.4,4,9,103,1,4.7,31,0
31,3.3,5,5,116,4,1.9,45,5
178,3.0,2,0,55,1,4.7,155,6
124,3.7,1,3,88,7,1.9,243,5
165,5.8,4,9,20,4,3.1,34,4
96,7.2,3,4,102,5,2.4,277,5
22,6.8,4,1,18,6,1.5,241,5
62,8.2,2,1,94,5,1.2,258,5
142,8.9,1,6,88,5,2.5,45,5
152,8.3,2,6,46,4,1.2,236,5
144,0.7,3,5,55,3,1.4,7,8
52,7.5,3,0,28,6,1.6,259,7
103,2.5,1,2,111,1,1.0,270,5
103,1.8,5,8,86,3,1.6,43,8
178,6.6,4,9,47,3,3.3,237,4
38,3.5,4,0,77,2,4.3,166,6
178,1.0,3,1,23,7,1.8,75,8
133,1.8,2,7,88,1,1.3,156,8
66,0.5,2,6,65,4,3.9,200,7
134,9.1,5,8,110,7,1.0,233,5
178,0.7,2,9,98,2,3.9,231,7
41,2.5,4,3,67,2,1.5,211,5
14,4.5,2,3,30,7,1.9,153,1
110,3.9,5,6,99,5,1.5,212,5
156,9.2,4,0,39,4,2.0,86,7
32,0.9,2,9,71,3,4.2,17,7
154,5.4,4,8,60,6,1.5,190,5
163,7.0,3,1,44,3,5.0,307,4
156,9.4,3,0,33,3,2.3,53,7
37,6.4,3,6,10,5,4.7,215,6
96,8.1,2,5,56,3,1.8,41,5
154,1.3,5,2,5,1,1.8,348,10
32,4.2,4,0,56,3,3.3,229,6
85,4.1,1,4,28,3,1.2,229,5
65,8.9,3,9,106,1,4.2,181,4
9,1.9,3,3,38,5,2.8,140,4
4,1.9,1,4,119,2,3.8,287,3
122,3.6,1,0,11,4,1.7,338,9
73,1.0,2,0,79,5,3.6,336,9
96,2.2,4,4,15,3,3.4,321,4
117,9.7,3,5,40,2,4.0,81,4
37,4.6,5,4,24,4,2.2,166,5
140,6.5,2,1,67,4,4.7,333,4
158,7.4,2,8,84,4,4.8,53,4
46,4.0,5,4,67,1,4.5,72,4
108,1.9,5,4,73,1,3.3,212,7
179,2.5,5,9,92,2,2.7,170,5
14,3.5,1,8,34,3,1.2,269,1
156,6.5,3,2,34,7,4.8,218,4
135,4.3,1,4,107,2,4.8,135,4
4,0.6,3,4,116,3,1.1,34,4
156,5.5,1,1,115,5,2.4,145,5
46,9.3,4,3,105,7,4.5,182,4
67,8.2,3,1,101,4,1.3,77,5
75,8.3,2,4,88,4,1.8,307,5
172,8.1,3,9,26,1,4.9,252,4
129,3.6,3,1,109,7,4.4,327,4
154,7.8,3,9,65,5,4.6,235,4
94,1.9,4,8,25,6,1.6,321,8
114,6.7,1,9,41,5,1.8,336,5
163,6.6,2,5,31,3,3.4,76,4
35,0.7,1,7,106,5,3.0,72,7
25,8.0,1,8,39,7,2.2,26,5
42,9.1,5,7,42,7,4.5,37,4
26,3.0,4,4,108,1,4.6,253,4
68,8.2,5,4,64,3,2.2,85,5
147,1.3,4,5,74,2,1.6,356,8
10,6.2,1,0,36,3,1.6,358,3
73,5.1,1,7,84,2,2.9,30,5
103,5.7,4,1,96,6,1.5,204,5
37,9.3,1,5,84,3,2.9,192,5
133,8.8,1,8,31,4,2.8,229,5
22,8.0,2,2,7,6,4.5,180,6
46,3.1,5,1,53,2,2.2,244,5
89,9.2,5,9,89,1,3.2,39,4
45,1.4,5,4,106,6,4.0,328,7
106,8.6,3,8,106,6,3.4,156,4
139,3.6,2,5,34,6,4.8,167,4
140,1.0,5,7,26,2,3.4,157,7
103,6.9,5,7,23,2,4.6,129,4
110,2.7,2,6,35,3,2.0,81,5
103,2.8,1,4,24,4,3.2,155,4
59,3.4,5,1,115,6,3.2,174,4
170,1.1,1,9,23,3,5.0,287,7
99,2.2,5,9,6,3,1.8,87,7
67,0.5,4,4,44,4,1.6,101,8
132,4.7,3,6,43,3,3.4,247,4
119,1.3,5,6,95,4,1.9,205,8
36,7.0,4,1,76,1,3.6,88,4
71,2.7,2,6,113,4,4.9,344,4
126,9.5,4,5,58,5,4.8,287,4
105,8.8,2,6,31,4,1.9,309,5
91,3.2,5,7,83,4,1.7,95,5
30,7.9,2,3,16,7,3.2,158,4
121,8.1,4,0,115,5,3.3,113,6
136,9.9,3,7,82,4,3.6,23,4
50,6.2,1,7,75,2,4.0,162,4
28,1.3,1,2,21,7,3.4,285,7
39,6.6,3,2,94,3,1.4,352,5
40,6.4,1,4,105,3,4.2,54,4
10,6.6,5,2,88,1,1.3,63,1
150,3.4,5,4,14,1,1.1,32,7
0,8.7,4,7,23,5,4.1,45,0
45,9.6,4,0,86,2,3.2,218,6
100,2.6,2,1,34,1,3.8,288,4
148,1.3,4,1,34,3,2.5,195,8
89,2.3,5,3,29,1,1.0,252,5
109,8.3,4,8,92,1,2.3,285,5
163,6.9,1,1,78,4,3.4,235,4
56,6.5,2,8,70,1,1.9,78,5
0,4.3,2,6,106,5,3.8,91,0
62,6.0,5,9,100,3,4.2,95,4
54,3.4,4,7,39,5,2.8,227,5
114,5.0,1,0,55,7,4.5,285,6
167,8.0,4,4,105,5,4.4,361,4
142,9.8,3,8,75,6,4.5,234,4
148,9.4,4,3,75,2,3.6,101,4
174,9.4,5,1,31,7,2.2,251,5
52,4.3,4,5,14,7,2.9,139,7
136,5.0,2,1,101,6,3.8,322,4
179,7.2,1,2,47,6,1.8,142,5
56,9.3,5,7,59,4,4.0,239,4
116,1.8,3,2,75,5,3.2,265,7
153,3.4,1,1,10,2,1.4,341,7
168,1.8,1,5,10,3,3.2,60,9
34,6.3,2,2,81,3,1.3,22,5
62,3.4,2,0,52,2,1.1,10,7
24,3.6,2,2,81,7,4.6,15,4
89,1.2,5,5,6,5,3.0,48,9
74,3.8,4,2,87,5,3.2,335,4
37,8.7,1,8,55,4,2.1,169,5
129,2.7,4,6,65,4,3.2,118,4
134,7.1,4,4,23,6,1.7,41,5
161,6.5,2,1,118,3,4.0,9,4
90,8.7,4,8,106,4,4.3,48,4
16,1.8,1,4,6,2,4.4,264,9
127,9.8,1,6,55,3,1.4,206,5
170,6.0,3,8,30,7,3.2,166,4
107,10.0,5,3,74,7,4.2,1,5
178,9.2,4,8,24,5,1.5,67,5
151,2.6,5,0,27,3,1.4,307,7
24,1.0,5,5,58,1,4.3,209,7
179,2.9,5,1,19,3,4.2,138,4
87,5.5,5,7,10,4,2.8,36,7
160,2.1,1,4,96,2,1.4,217,5
176,2.1,4,2,39,5,3.1,277,4
28,4.9,3,1,79,5,2.6,179,5
62,0.8,5,7,12,4,3.1,4,10
149,1.7,3,6,61,4,2.8,129,8
153,4.5,1,8,54,4,3.3,132,4
155,1.1,1,7,53,1,3.9,98,7
113,4.3,2,3,119,2,4.1,159,4
48,5.0,5,1,119,1,3.6,235,4
80,4.8,2,1,92,4,1.8,146,5
83,8.8,3,1,25,2,2.6,358,5
104,5.5,4,5,117,7,1.3,114,5
176,4.9,2,6,40,7,2.8,3,6
147,4.4,1,5,75,4,4.9,86,4
117,8.3,5,1,73,2,3.6,45,4
85,9.0,3,3,62,5,1.6,82,5
62,8.6,1,2,67,1,2.1,153,5
103,6.9,4,3,97,6,1.3,305,5
48,1.8,5,4,20,4,1.7,281,8
70,3.1,4,6,10,4,3.0,326,6
0,0.9,4,8,82,3,2.4,287,4
140,9.3,5,1,56,6,1.8,110,5
178,6.8,5,7,6,5,1.6,116,7
122,7.6,4,2,93,4,3.6,96,4
61,3.5,3,8,99,1,3.2,281,4
31,8.5,5,9,118,5,4.4,188,4
157,3.0,1,3,118,4,1.7,87,5
28,0.5,2,2,81,1,4.4,306,7
48,4.1,3,9,22,3,3.3,86,4
172,5.9,5,5,85,3,2.1,25,5
29,5.0,5,9,113,7,2.1,30,5
143,8.7,3,8,96,1,2.6,125,5
167,1.5,2,6,80,5,2.8,197,8
18,5.8,4,3,39,1,1.3,300,5
17,5.4,1,2,90,6,4.4,30,4
0,3.2,5,9,43,1,1.5,316,1
77,8.3,2,3,5,3,2.9,231,7
114,7.7,1,2,41,3,2.5,44,5
174,7.5,3,2,25,3,3.0,315,4
112,8.8,5,8,5,6,4.5,188,6
113,7.4,4,3,8,4,5.0,51,6
165,2.7,3,8,100,7,1.1,51,5
178,7.2,5,9,62,6,2.6,331,5
62,3.4,2,4,5,4,4.3,317,6
131,2.8,1,6,17,6,2.3,322,5
128,1.2,1,4,50,2,3.6,78,7
7,7.6,5,0,51,4,5.0,48,2
156,7.3,3,1,85,5,3.6,229,4
54,2.7,4,4,80,5,1.4,343,5
102,7.6,2,5,11,7,4.4,43,6
130,9.2,5,6,55,3,4.9,291,4
31,1.5,2,1,7,6,3.9,246,9
9,2.7,1,9,54,1,2.7,218,1
109,7.6,4,8,30,3,4.8,21,4
161,3.1,2,5,35,7,4.9,129,4
123,6.4,5,1,104,1,4.7,6,5
86,1.3,4,1,66,6,2.6,271,8
54,4.8,3,2,30,3,4.2,349,4
31,7.5,5,0,71,3,3.6,43,6
177,7.0,2,8,112,5,1.7,239,5
134,8.2,4,9,59,1,3.1,64,4
92,8.8,5,3,32,2,4.0,245,4
7,7.8,4,4,48,2,4.6,72,0
64,6.9,4,6,85,3,4.5,70,4
56,0.8,4,0,42,6,1.6,196,10
66,5.6,2,2,115,3,3.0,188,4
71,0.9,5,2,34,7,2.9,157,8
53,8.2,1,1,70,5,4.6,329,4
66,3.5,1,7,12,7,1.0,24,7
50,5.8,2,4,18,1,4.0,337,4
96,3.2,2,0,105,7,3.5,70,6
91,7.9,4,1,103,3,4.7,312,4
7,8.9,5,0,110,7,2.8,222,3
161,4.3,5,5,107,6,3.6,159,4
34,8.7,3,8,66,2,4.9,305,4
95,3.0,3,6,79,1,4.0,74,4
87,5.6,1,4,67,3,1.3,137,5
77,8.7,3,2,83,1,1.7,40,5
31,3.6,3,7,70,5,4.3,302,4
119,9.6,1,9,105,7,2.3,333,5
45,1.7,1,3,111,2,3.8,308,7
143,0.7,3,8,100,6,3.8,15,7
164,9.1,5,4,44,1,5.0,188,4
141,1.2,3,5,17,2,2.9,27,8
54,9.9,4,4,111,7,4.0,162,4
175,9.5,4,9,21,3,1.2,316,5
6,1.8,4,6,19,6,2.9,54,4
